key;comments;en_US;tr_TR
EVENTOPTION_LANGUAGES_PARAMETER_LANGOPT;;AUDIO & SUBTITLES;SES&ALT YAZI
EVENTOPTION_LANGUAGES_PARAMETER_AUDIO;;AUDIO;SES DİLİ
EVENTOPTION_LANGUAGES_PARAMETER_SUBTITLES;;SUBTITLES;ALT YAZI
EVENTOPTION_GUIDE_ACTION_GOTO;;GO TO…;GİT…
EVENTOPTION_MORE_ACTION_MORE;;MORE;BİLGİ&SEÇENEKLER
EVENTOPTION_MORE_ACTION_MORESEARCH;;MORE;BİLGİ
EVENTOPTION_GOTOADAY_ACTION_GOTOADAY;;GO TO A DAY ON GUIDE;REHBERDE GÜNE GİT
EVENTOPTION_FILTERGUIDE_ACTION_FILTERGUIDE;;FILTER GUIDE;REHBERİ FİLTRELE
EVENTOPTION_LANGUAGES_VALUE_ENGLISH;;ENGLISH;İNGİLİZCE
EVENTOPTION_LANGUAGES_VALUE_TURKISH;;TURKISH;TÜRKÇE
EVENTOPTION_LANGUAGES_VALUE_ORIGINAL;;ORIGINAL;ORİJİNAL
EVENTOPTION_LANGUAGES_VALUE_NOSUBS;;NO SUBTITLES;KAPALI
GUIDE_GUIDE_ACTION_CHANGUID;;CHANNEL GUIDE;TEK KANAL AKIŞ
GUIDE_SPECIFICDAY_PARAMETER_DATE;;DATE;TARİH
GUIDE_SPECIFICDAY_PARAMETER_TIME;;TIME;SAAT
GUIDE_GOTO_PARAMETER_TIME;;DATE & TIME;TARİH&SAAT
NOW_GUIDE_MESSAGE_LIST;;This feature is not available for the moment. %cr%It will be updated soon. ;Bu fonksiyon şu anda aktif değil. %cr%Otomatik yazılım güncellemeleri ile aktive edilecektir.
NETWORK_START_ACTION_SEARCH;;START SEARCH;ARAMAYI BAŞLAT
NETWORK_SEARCH_MESSAGE_WAIT;;Search in progress … %cr%Please wait;Arama yapılıyor…
SEARCH_RESULTS_ACTION_NEWSEARCH;;NEW SEARCH;YENİ ARAMA
SEARCH_RESULTS_ACTION_BACK;;BACK TO REFINE;ARAMAYI DÜZENLE
NETWORK_SYSTEM_MESSAGE_UPTODATEINFO;;Your system is up to date;Yazılımınız günceldir.
NETWORK_SEARCH_ACTION_UPDATENOW;;UPDATE NOW;ŞİMDİ GÜNCELLE
NETWORK_UPDATENOW_MESSAGE_INFO;;Software update process may take about 1 hour. If you do not have preferred reason, it is recommended to use automatic update by leaving the box at stand-by when you do not use.;Yazılım yükleme işlemi 1 saat civarında sürebilen bir işlemdir. Bu nedenle, çok öncelikli bir nedeniniz yoksa, kutuyu standby’da bırakarak, kullanmadığınız bir zaman diliminde otomatik yazılım güncellemesi yapmanızı tavsiye ederiz.
NETWORK_CANTUPDATE_MESSAGE_INFO;;Search failed. Please try later.;Arama başarısız. Lütfen tekrar deneyiniz.
NETWORK_NOUPDATE_MESSAGE_INFO;;There is no software update ;Güncel yazılım bulunmuyor.
NETWORK_TUNER_MESSAGE_INFO;;Search cannot be performed because no tuner is available. Please try later or stop on-going recordings.;Aynı anda iki kayıt yapıldığından arama yapılamıyor. Kayıtlardan birini durdurabilir veya daha sonra deneyebilirsiniz
RECORDINGS_FILTER_ACTION_ALL;;ALL RECORDINGS;TÜM KAYITLAR
RECORDINGS_FILTER_ACTION_UNWATCHED;;UNWATCHED;İZLENMEMİŞ KAYITLAR
RECORDINGS_FILTER_ACTION_LOCKREC;;LOCKED RECORDINGS;KİLİTLİ KAYITLAR
RECORDINGS_FILTER_ACTION_SERIESREC;;SERIES RECORDINGS;DİZİ KAYITLARI
RECORDINGS_FILTER_ACTION_OLDUNWATCHED;;OLD UNWATCHED;İZLENMEMİŞ ESKİ KAYITLAR
RECORDINGS_FILTER_ACTION_OLDWATCH;;OLD WATCHED;İZLENMİŞ ESKİ KAYITLAR
RECORDINGS_FILTER_ACTION_PLAYLISTS;;PLAYLISTS;KAYIT KLASÖRLERİ
RECORDINGS_FILTER_ACTION_INCOMPLETE;;INCOMPLETE RECORDINGS;TAMAMLANMAMIŞ KAYITLAR
RECORDINGS_FILTER_ACTION_NOPLAYLIST;;NO PLAYLIST;KLASÖRE ATILMAMIŞ
RECORDINGS_MANAGE_ACTION_MANAGERECS;;MANAGE RECORDINGS;KAYITLARI DÜZENLE
RECORDINGS_FILTER_ACTION_EXPIRING;;EXPIRING;SON İZLEME TARİHİ GELENLER
RECORDINGS_ORDERLIST_ACTION_TIME;;ORDERED BY TIME;TARİHE GÖRE SIRALI
RECORDINGS_ORDERLIST_MESSAGE_TIME;;Press OK on ORDERED BY TIME to order list by name.;TARİHE GÖRE SIRALI seçeneği üzerinde OK tuşlayarak kayıtlarınızı isme göre sıralayabilirsiniz.
RECORDINGS_ORDERLIST_ACTION_SIZE;;ORDERED BY SIZE;BOYUTA GÖRE SIRALI
RECORDINGS_ORDERLIST_MESSAGE_SIZE;;Press OK on ORDERED BY SIZE to order list by time.;BOYUTA GÖRE SIRALI seçeneği üzerinde OK tuşlayarak kayıtlarınızı tarihe göre sıralayabilirsiniz.
RECORDINGS_ORDERLIST_ACTION_DURATION;;ORDER BY DURATION;SÜREYE GÖRE SIRALI
RECORDINGS_ORDERLIST_MESSAGE_DURATION;;Press OK on ORDERED BY DURATION to order list by time.;SÜREYE GÖRE SIRALI seçeneği üzerinde OK tuşlayarak kayıtlarınızı tarihe göre sıralayabilirsiniz.
RECORDINGS_ORDERLIST_ACTION_TITLE;;ORDERED BY TITLE;İSME GÖRE SIRALI
RECORDINGS_ORDERLIST_MESSAGE_TITLE;;Press OK on ORDERED BY NAME  to order list by time.;İSME GÖRE SIRALI seçeneği üzerinde OK tuşlayarak kayıtlarınızı tarihe göre sıralayabilirsiniz.
RECORDINGS_ORDERLIST_BREADCRUMB_TIME;;TIME;TARİH
RECORDINGS_ORDERLIST_BREADCRUMB_SIZE;;SIZE;BOYUT
RECORDINGS_ORDERLIST_BREADCRUMB_DURATION;;DURATION;SÜRE
RECORDINGS_ORDERLIST_BREADCRUMB_TITLE;;TITLE;İSİM
RECORDINGS_EDIT_ACTION_NEWSTART;;NEW START;YENİ BAŞLANGİÇ
RECORDINGS_EDIT_ACTION_NEWSTOP;;NEW STOP;YENİ BİTİŞ
RECORDINGS_EDIT_ACTION_STARTOVER;;START OVER;BAŞLANGIÇ
RECORDINGS_EDIT_ACTION_CONFIRM;;CONFIRM EDIT;SİLMEYİ ONAYLA
RECORDINGS_FILTER_ACTION_SEEEPISODES;;SEE EPISODES;BÖLÜMLERİ LİSTELE
PLANNER_TAG_PARAMETER_DATE;;DATE;TARİH
PLANNER_TAG_MESSAGE_DATE;;You can create time based tag by entering date, time and the channel you want to zap automatically on time you set.;İstediğiniz tarih ve saatte, belirlediğiniz kanala otomatik geçmek için Zaman Bazlı Etiket oluşturabilirsiniz.
PLANNER_TAG_PARAMETER_TIME;;TIME;SAAT
PLANNER_TAG_PARAMETER_FREQUENCY;;REPEAT;TEKRARLA
PLANNER_TAG_PARAMETER_CHANNEL;;CHANNEL;KANAL
RECORDINGS_PLAYLIST_VALUE_PLAYLIST1;;PLAYLIST 1;KLASÖR 1
RECORDINGS_PLAYLIST_VALUE_PLAYLIST2;;PLAYLIST 2;KLASÖR 2
RECORDINGS_PLAYLIST_VALUE_PLAYLIST3;;PLAYLIST 3;KLASÖR 3
RECORDINGS_PLAYLIST_VALUE_PLAYLIST4;;PLAYLIST 4;KLASÖR 4
RECORDINGS_PLAYLIST_ACTION_RECSNOTASSIGNED;;RECORDINGS NOT ASSIGNED;KLASÖRE ATANMAMIŞ KAYITLAR
RECORDINGS_SERIES_ACTION_ALLEPISODES;;SHOW ALL EPISODES;TÜM BÖLÜMLERİ GÖSTER
RECORDINGS_SERIES_ACTION_EPISODE_COUNT;; %1EP; %1bölüm
TRICKMODES_SYMBOL_SECONDS;;%1 sec;%1 sn
TIMESHIFTING_TRICKMODES_LABEL_BEHINDLIVE;;BEHIND LIVE;YAYINDAN GERİDE
PLAYBACK_TRICKMODES_LABEL_REMAINING;;REMAINING;KALAN SÜRE
TRICKMODES_TRICKMODES_ACTION_ADDBOOK;;ADD BOOKMARK;İŞARET EKLE
TRICKMODES_SMOOTHSTREAM_MESSAGE_CONNECTING;;Loading …;Yükleniyor…
TRICKMODES_TRICKMODES_ACTION_BOOKMARKS;;BOOKMARKS;İŞARETLER
PLAY_TRICKMODES_ACTION_PLAY;;FAST SPEEDS;HIZLI İLERLE
PAUSE_TRICKMODES_ACTION_PLAY;;PLAY & FAST SPEEDS;OYNAT & HIZLI İLERLE
PAUSE_TRICKMODES_ACTION_SLOWMO;;SLOW MOTION;AĞIR ÇEKİM
PLAY_TRICKMODES_ACTION_PAUSE;;PAUSE & SLOW MOTION;DURDUR & AĞIR ÇEKİM
SLOWMOTION_TRICKMODES_ACTION_PAUSE;;PAUSE;BEKLET
PLAYBACK_TRICKMODES_ACTION_STOP;;STOP;DURDUR
TIMESHIFTING_TRICKMODES_ACTION_STOP;;BACK TO LIVE;CANLI YAYIN
APPSMENU_APPSSTORE_ACTION_APPSTORE;;MORE APPS;DİĞER UYGULAMALAR
APPSMENU_APPSNAMES_VALUE_APP1;;APP1;UYGULAMA 1
APPSMENU_APPSNAMES_VALUE_APP2;;APP2;UYGULAMA 2
APPSMENU_APPSNAMES_VALUE_APP3;;APP3;UYGULAMA 3
APPSMENU_APPSNAMES_VALUE_APP4;;APP4;UYGULAMA 4
APPSMENU_APPSNAMES_VALUE_APP5;;APP5;UYGULAMA 5
APPSMENU_APPSNAMES_VALUE_APP6;;APP6;UYGULAMA 6
APPSMENU_APPSNAMES_VALUE_APP7;;APP7;UYGULAMA 7
APPSMENU_APPSNAMES_VALUE_PHOTOPLAYER;;MY PHOTOS;FOTOGRAFLARIM
APPSMENU_APPSNAMES_VALUE_MUSICPLAYER;;MY MUSIC;MÜZİKLERİM
APPSMENU_APPSNAMES_VALUE_VIDEOPLAYER;;MY VIDEOS;VİDEOLARIM
ETHERNETSETTINGS_HELP_MESSAGE_TESTCONNECTION;;If you suspect your connection is not working properly, you can test it here. Operation may  take 15 sec;İnternet bağlantınızın doğru çalışıp çalışmadığını buradan test edebilirsiniz.
ETHERNETSETTINGS_HELP_MESSAGE_IPCONFIG;;You can set your IP configuration manually or automatically.;IP değerini otomatik yada manuel olarak değiştirebilirsiniz
ETHERNETSETTINGS_HELP_MESSAGE_DNSCONFIG;;You can set your DNS configuration manually or automatically.;Ayarlarınızı otomatik veya manuel olarak değiştirebilirsiniz
ETHERNETSETTINGS_HELP_MESSAGE_IPADDRESS;;You can set your IP address manually;Otomatik olarak atanan IP adresini manuel olarak değiştirebilirsiniz
ETHERNETSETTINGS_HELP_MESSAGE_SUBNETMASK;;You can set your subnet mask manually;Alt ağ maskesini manuel olarak değiştirebilirsiniz
ETHERNETSETTINGS_HELP_MESSAGE_DEFAULT_GATEWAY;;You can set your default gateway manually;Varsayılan ağ geçidini manuel olarak değiştirebilirsiniz
ETHERNETSETTINGS_HELP_MESSAGE_PRIMARY_DNSSERVER;;You can set your primary DNS manually;Birincil DNS ayarını manuel olarak değiştirebilirsiniz
ETHERNETSETTINGS_HELP_MESSAGE_SECONDARY_DNSSERVER;;You can set your secondary DNS manually;İkincil DNS ayarını manuel olarak değiştirebilirsiniz
ETHERNETSETTINGS_HELP_MESSAGE_MACADDRESS;;You can see your STB's MAC address ;Uydu alıcınıza ait MAC adres bilgisini görüntüler
ETHERNETSETTINGS_INFO_MESSAGE_ERROR;;Ethernet configuration failed.Please try again later.;Bağlantı konfigürasyonu başarısız. Lütfen daha sonra tekrar deneyin.
VOD_CATALOGUE_VALUE_DEFAULT;;DEFAULT;VARSAYILAN
VOD_FEATURES_ACTION_SEARCH;;SEARCH;ARAMA
VOD_CATALOGUE_MESSAGE_TITLE;;Connect your decoder ;Internet bağlantınızı yapınız
VOD_CATALOGUE_VALUE_FULL;;beIN CONNECT;beIN CONNECT
VOD_CATALOGUE_VALUE_MYRENTALS;;My Rentals;Kiraladıklarım
EVENTOPTION_RENT_ACTION_RENT;;RENT (%1TL);KİRALA (%1TL)
EVENTOPTION_RENT_ACTION_DLPAYLATER;;DOWNLOAD AND PAY LATER;INDIR-İZLERKEN ÖDE
EVENTOPTION_RENT_ACTION_PAYBYSMS;;PAY BY SMS;SMS İLE ÖDE
EVENTOPTION_RENT_ACTION_PAYBYPINCODE;;PAY BY PIN CODE;PIN KODU GİREREK ÖDE
EVENTOPTION_VOD_ACTION_NEXTEVENT;;NEXT EVENT;SONRAKİ SEÇENEK
EVENTOPTION_SELECTION_ACTION_ADDTOSELEC;;ADD TO MY SELECTION;SEÇTİKLERİME EKLE
EVENTOPTION_BONUS_ACTION_BONUS;;BONUS;BONUS
EVENTOPTION_CATALOGUE_ACTION_BACKTOMENU;;BACK TO MENU;MENÜYE DÖN
EVENTOPTION_CATALOGUE_ACTION_BACKTOIQPORTAL;;BACK TO PORTAL;BAŞA DÖN
VOD_MYACCOUNT_ACTION_VODACCOUNT;;MY ACCOUNT;HESABIM
VOD_BONUS_ACTION_BONUS;;BONUS;BONUS
VOD_BONUS_ACTION_TRAILER;;TRAILER;FRAGMAN
VOD_MYACCOUNT_ACTION_DOWNLOADS;;DOWNLOADS;İNDİRDİKLERİM
VOD_MYACCOUNT_ACTION_MYSELECTION;;MY SELECTION;SEÇTİKLERİM
VOD_MYACCOUNT_ACTION_HISTORY;;PURCHASE HISTORY;SATINALMA TARİHÇESİ
VOD_MYACCOUNT_ACTION_MYSUBSCRIPTION;;MY SUBSCRIPTION;ÜYE OLDUKLARIM
VOD_FEATURES_ACTION_AZLISTLANGUAGE;;A-Z LIST;A-Z LİSTE
VOD_AZLISTLANGUAGE_ACTION_TURKISHTITLES;;TURKISH TITLES;TÜRKÇE İSİMLER
VOD_AZLISTLANGUAGE_ACTION_ORIGINALTITLES;;ORIGINAL TITLES;ORİJİNAL İSİMLER
VOD_AZLISTLANGUAGE_HELP_AZLIST;;When in the list, you can use SMS type to navigate quicker.;Liste içinde, nümerik tuşlarla harf girerek, istediğiniz harfle başlayan programlara daha hızlı erişebilirsiniz
VOD_FEATURES_ACTION_BROWSE;;BROWSE;GERİ DÖN
VOD_FEATURES_ACTION_WATCHNOW;;DOWNLOADED FOR YOU;SİZİN İÇİN YÜKLENMİŞ
VOD_FEATURES_MESSAGE_BROWSEDESC;;Go back to VOD catalogue;Bu menüye girdiğiniz kategoriye döner
VOD_FEATURES_ACTION_FEATURES;;FEATURES;İŞLEM MENÜSÜ
OKMENU_SPY_ACTION_SPY;;SPY;KANAL TAKİP
OKMENU_ARC_PARAMETER_ARC;;ASPECT RATIO;EKRAN ORANI
OKMENU_TUNER_PARAMETER_TUNERUSE;;TUNERS;TUNERLER
OKMENU_LANGUAGES_PARAMETER_LANGUAGES;;LANGUAGES;DİL SEÇİMİ
OKMENU_MORELIKETHIS_ACTION_SUGGEST;;SUGGEST;NE İZLESEM
OKMENU_SEARCH_PARAMETER_SEARCH;;SEARCH;PROGRAM ARAMA
OKMENU_STATUSBAR_ACTION_STATUSBAR;;STATUS BAR;DURUM ÇUBUĞU
OKMENU_NOTIFICATIONS_ACTION_NOTIF;;NOTIFICATIONS;UYARILAR
OKMENU_SPY_ACTION_LASTCHAN;;LAST CHANNEL;ÖNCEKİ KANALI TAKİBE AL
OKMENU_SPY_ACTION_OTHERCHAN;;OTHER CHANNEL;TAKİP İÇİN KANAL SEÇ
OKMENU_SPY_ACTION_JUMP;;JUMP TO SPY;TAKİPTEKİ KANALA GİT
OKMENU_SPY_ACTION_SWAP;;SWAP VIDEO;EKRANLARI DEĞİŞTİR
OKMENU_SPY_ACTION_TUNEMAIN;;TUNE INTO MAIN;ANA EKRANDA ZAPLA
OKMENU_SPY_ACTION_TUNEMAINSPY;;TUNE INTO SPY;TAKİPTE ZAPLA
OKMENU_SPY_ACTION_CLOSESPY;;CLOSE SPY;TAKİP EKRANINI KAPAT
OKMENU_SPY_ACTION_MAKEBIGGER;;MAKE SPY BIGGER;TAKİP EKRANINI BÜYÜT
OKMENU_SPY_ACTION_MAKESMALLER;;MAKE SPY SMALLER;TAKİP EKRANINI KÜÇÜLT
OKMENU_AUTOSLEEP_ACTION_AUTOSLEEP;;AUTOSLEEP;OTOMATİK UYKU
OKMENU_SUGGEST_ACTION_NOWGUIDE;;NOW GUIDE;DIGITURK'TE ŞİMDİ
OKMENU_ARC_VALUE_LETTERBOX;;LETTER BOX;LETTER BOX
OKMENU_ARC_VALUE_PILLARBOX;;PILLAR BOX;PILLAR BOX
OKMENU_ARC_VALUE_STRETCH;;STRETCH;GENIŞLET
OKMENU_ARC_VALUE_CROP;;CROP;KES
OKMENU_ARC_VALUE_ZOOM;;ZOOM;YAKINLAŞ
OKMENU_ARC_VALUE_PANSCAN;;PAN & SCAN;PAN & SCAN
OKMENU_TUNER_MISC_VIEW;;Live TV Buffering – “LCN”;Canlı yayın otomatik kaydı
OKMENU_TUNER_MISC_REC;;Recording – “LCN”;"Kayıt yapılıyor - ""LCN"""
OKMENU_TUNER_MISC_REMOTEREC;;Remote recording – “LCN”;"Uzaktan Kayıt Yapılıyor - ""LCN"""
OKMENU_TUNER_MISC_VOD;;Acquiring on demand content;İçerik indiriliyor
OKMENU_TUNER_MISC_SPY;;Spy – “LCN”;"Takipte kanal var - ""LCN"""
OKMENU_TUNER_MISC_PPV;;PPV TV – “LCN”;"İzle Öde İçerik izleniyor - ""LCN"""
OKMENU_SEARCH_VALUE_MOVIENOW;;Movies now;Şimdiki fimler
OKMENU_SEARCH_VALUE_SERIESNOW;;Series now;Şimdiki diziler
OKMENU_SEARCH_VALUE_SPORTSNOW;;Sports now;Şimdiki spor programları
OKMENU_RECOMMENDATION;;RECOMMENDATIONS;SİZE ÖZEL
OKMENU_THIS_WEEK_ON_DIGITURK;;THIS WEEK ON DIGITURK;DIGITURK'TE BU HAFTA
OKMENU_RECOMMENDATION_DESC;;Special content recommendations based on what you've watched before;İzlemelerinize göre size özel seçtiğimiz içerikler
OMENU_WEEKONDIGITURK_DESC;;Standing out contents in Digiturk channels this week;Digiturk kanallarında bu hafta öne çıkan içerikler
SEARCH_TEXTENTRY_MESSAGE;;Use SMS mode or virtual keyboard enter your keyword.; Nümerik tuşlar veya sanal klavyeyi kullanarak giriş yapabilirsiniz.
SEARCH_TEXTENTRY_MESSAGE_PROGRAMME_NAME;;Enter minimum 3 character of the title you are searching by using SMS entry.;Aradığınız içeriği bulmak için nümerik tuşları (1-9,0) kullanarak en az 3 harf giriniz..
SEARCH_TEXTENTRY_MESSAGE_ACTOR_NAME;;Enter minimum 3 character of the cast you are searching by using SMS entry.;Aradığınız kişiyi bulmak için nümerik tuşları (1-9,0) kullanarak en az 3 harfi giriniz.
SEARCH_TEXTENTRY_MESSAGE_KEYWORD;;Use arrows or SMS mode to enter your keyword. %cr%Words that are available at Digiturk contents and starting with your entry will be listed.;Yön tuşları veya nümerik tuşlarla anahtar kelime girebilirsiniz. %cr%Türkçe'ye özgü karakterleri kullanamayacaksınız, girdiğiniz karakterin Türkçe eşleniği otomatik olarak aranacaktır. (S için S,Ş gibi)
RECORDINGS_EDIT_MESSAGE_INTRO;;This feature allows you to cut out the beginning %cr%and the end of your recording, so that you can %cr%save disk space.;Daha az sabit disk alanı kullanmak için kaydın başından ve sonundan istediğiniz kadar süreyi silebilirsiniz.
ENTERPIN_LOCK_MESSAGE_PINBLOCK;;You have entered a wrong PIN Code;Hatalı PIN kodu girdiniz.
SEARCH_NODATA_MESSAGE_NOMOODS;;You can choose the mood only when the value for theme is “All.”” ;"Moda göre arama yapabilmek için Tema olarak ""Hepsi"" seçili olmalı."
ENTERPIN_LOCK_MESSAGE_SHOWLOCKS;;Please enter your PIN Code. %cr%Once you entered your PIN, You will see locked recordings in all lists. %cr%You can change your settings in user preferences.;Kilitli kayıtlarınızı görmek için lütfen PIN Kodunuzu giriniz.%cr%%cr%Kilitli kayıtların gizlenmesini istemiyorsanız, %cr%ERİŞİM KONTROLÜ menüsünden geçerli ayarı değiştirebilirsiniz.
RECORDINGS_EDIT_MESSAGE_CONFIRM;;Do you want to only keep the highlighted portion of this recording? %cr%This operation cannot be reversed!;Kaydının belirtilen alan dışında kalan kısmını silmek istediğinizden emin misiniz? %cr%Bu işlem geri alınamaz!
RECORDINGS_DELETE_MESSAGE_MULTIDELETE;;Deleting events removes them from the hard-disk and all playlists. You will be requested confirmation.;Kayıt silme işlemi seçilen kayıtları sabit diskten ve bütün kayıt klasörlerinden silecektir. %cr%Seçimi tamamladıktan sonra tekrar onayınız alınacaktır.
RECORDINGS_DELETE_MESSAGE_MULTIPLAYLIST;;This recording is also on playlist %1. If you delete it from hard disk, it will be deleted from all playlists.;Bu kayıt %1 isimli kayıt klasöründe de yer almaktadır.  Kaydı silmeniz durumunda bütün kayıt klasörlerinden silinecektir.
RECORDINGS_DELETE_MESSAGE_DELETEALL;;Please enter your PIN Code to confirm deletion. All recordings will be removed from your disk! %cr%This operation cannot be reversed.;Bütün kayıtlarınızı silmek üzeresiniz. PIN Kodunuzu girerek işlemi onaylayınız.%cr%Bu işlem geri alınamaz!
ENTERPIN_LOCK_MESSAGE_SHOWLOCKSRECORDINGS;;Please enter your PIN Code to see locked recordings.;Kilitli kayıtlarınızı görmek için, lütfen PIN kodunuzu giriniz.
MENU_NODATA_MESSAGE_CACHEEMPTY;;This feature is not available for the moment. It will be updated soon. If the problem persists, contact the customer service. 0212 473 7373 %cr%You can also connect your decoder to the IP service for a richer experience.;Bu kategoride içerik bulunmuyor. Kısa zamanda güncellenecektir. Problem devam ederse Müşteri Hizmetlerini arayabilirsiniz. 0212 4737373 %cr%Daha fazla içeriğe erişebilmek ve gelişmiş özellikleri kullanabilmek için uydu alıcınızı internete bağlayınız.
MENU_NODATA_MESSAGE_NOHDD;;This menu can only be accessible when you plug a valid HDD Record.%cr%Please plug your HDD and restart your STB.;Bu menü sadece uydu alıcınıza bir HDD takılı iken kullanılabilir.%cr%Lütfen HDD'inizi bağlayıp uydu alıcınızı tekrardan başlatınız.
MENU_NODATA_MESSAGE_NOSUBSCRIB;;Call the customer service to activate this feature. 0212 4737373;Bu fonksiyonu kullanabilmek için Müşteri Hizmetlerini arayınız. 0212 4737373
MENU_NODATA_MESSAGE_NOREC;;You do not have  recorded content. Until you do, you can go to the IQ Portal for free and premium content right now!;Kaydettiğiniz içerik bulunmamaktadır. %cr%Digiturk portaldan sizin için hazırladığımız seçeneklere ulaşabilirsiniz.
VOD_NODATA_MESSAGE_NOSELECT;;You have no active selection. Note that when content expires, it is automatically removed from your selection.;Seçtiğiniz bir içerik bulunmamaktadır. %cr%Son izleme tarihi gelen programlar SEÇTİKLERİM listesinden otomatik olarak çıkarılmaktadır.
OKMENU_SPY_MESSAGE_NOTUNER;;!!! Sorry, no tuner is currently available for this feature.;İki kayıt yapılyor. Bu fonksiyonu kullanabilmek için devam eden kayıtlardan birini durdurmalısınız.
SCHEDULING_CONFLICT_MESSAGE_NEW;;A new conflict has been detected. ;Kayıtlarda çakışma oluştu.
SCHEDULING_CONFLICT_MESSAGE_SOLVENOW;;A recording that is about to start is in conflict. Press OK to solve it now.;Diğer kayıt planlarıyla çakışan bir kayıt başlamak üzere. %cr%Çakışmayı şimdi çözmek için OK tuşuna basınız.
SEARCH_RESULTS_MESSAGE_50RESULTS;;Your search returned more than 50 results. %cr%If you show all, the decoder may become slow.;Yaptığınız aramanın 50'den fazla sonucu bulundu. %cr%Hepsini göstermeniz halinde uydu alıcınız yavaşlayabilir.
SEARCH_RESULTS_MESSAGE_NORES;;Your search returned no result.%cr%%cr%Keyword Search: Before you start searching, program might be finished %cr%Criteria Search : Please check your criteria and try it again%cr%;Sonuç bulunamadı.%cr%Anahtar kelime arama: Anahtar kelimeler yüklendiğinde listede olan program, arama yaptığınız saatten önce bitmiş olabilir.%cr%Kriterle arama: Kriterlerinizi gözden geçirip yeniden deneyin.
NO_SEARCH_RESULT;;Your search returned no result.;Sonuç bulunamadı.
RECORDINGS_DELETE_MESSAGE_DELETEMULTI;;Do you confirm you want to delete all select items?;Seçilen kayıtları silmek istediğinizden emin misiniz?
VOD_RENT_MESSAGE_DOWNLOADOK;;Your Vod download is complete.;Talep ettiğiniz Seç-İzle içerik indirildi.
VOD_RENT_MESSAGE_BYSMS;;In order to rent this content for %1 hours, write%cr% %2 %cr%and send an SMS to 3555. %cr%The SMS transaction will be processed in just a %cr%few seconds. ;Bu içerigi %1 saatliğine kiralamak için %cr% %2 %cr%yazıp 3555'e SMS gönderiniz.%cr%Talebiniz birkaç saniye içinde işleme alınacaktır.
VOD_RENT_MESSAGE_STARTDL;;Download will start when you press ok. %cr%You can find the content in the Downloads section after a few hours.%cr%%cr%You can then decide to confirm transaction or not.;OK tuşladığınızda program indirilmeye başlayacak ve işlem internet hızınıza göre birkaç saat sürecektir.%cr%İndirdiğiniz içeriklere İŞLEM MENÜSÜ altındaki İNDİRDİKLERİM adımından ulaşabilirsiniz. %cr%%cr%İçeriği izleyeceğiniz zaman ödemesiniz yapabilirsiniz.
VOD_RENT_MESSAGE_DOWNLOADINPROGRESS;;Download is in progress. %cr%The operation may take an hour or more. You will find the content in the DOWNLOADS section.;Program indiriliyor.%cr%İşlemin tamamlanması internet bağlantı hızınıza göre birkaç saat sürebilir. %cr%Tamamlandığında  İŞLEM MENÜSÜ altındaki İNDİRDİKLERİM adımından ulaşabilirsiniz.
VOD_RENT_MESSAGE_PROGDOWNLOADWAIT;;Your order will be ready in just a few minutes. You can wait or keep browsing in the meantime.;Talep ettiğiniz program birkaç dakika içinde hazır olacak. %cr%Bu sırada bekleyebilir veya diğer seçeneklere gözatmaya devam edebilirsiniz.
VOD_RENT_MESSAGE_FAILED;;Your download has failed. The transaction is not validated. Please call the customer service for assistance.;İndirme başarısız. İşlem onaylanmadı. %cr%Destek almak için lütfen, Müşteri Hizmetlerini arayınız. 0212 473 7373
VOD_RENT_MESSAGE_STREAMWAIT;;Your order will be ready in just a few seconds. Please wait.;Talep ettiğiniz program birkaç saniye içinde hazır olacak.  %cr%Lütfen bekleyiniz.
PUSHVOD_RENT_MESSAGE_SUCCESS;;Rent was done successfully. Please wait a few seconds to watch content.;İşleminiz başarıyla gerçekleştirilmiştir. İzlemeye başlamak için kısa bir süre bekleyiniz.
MULTIPLE_IP_MESSAGE_BOXNOTCO;;Connect your decoder to the IP service for a richer experience! Access 100s of movies, series in IQ Portal, never miss a show again with catch-up TV, get widgets, and more. Call customer service for assistance.;Uydu alıcınızı internete bağlayarak çok daha gelişmiş bir deneyim yaşayabiliriniz.%cr%Yüzlerce film, dizi, belgesel, uygulamalar ve fazlası...%cr%Dektek için Müşteri Hizmetlerini arayınız. 0212 4737373
VOD_NODATA_MESSAGE_NOPUSHVOD;;The contents saved to your hard drive via satellite by Digiturk can be found here.%cr%Please leave your receiver open and make sure it receives the satellite signal in order to save these contents to your hdd.;Digiturk tarafından sizin için sabit diskinize uydu üzerinden kaydettiğimiz içeriklere buradan ulaşabilirsiniz.%cr%İçeriklerin düzenli olarak yüklenebilmesi için lüften uydu alıcınızı açık ve sinyal alır konumda bırakınız.
VOD_NODATA_MESSAGE_NODOWNLOAD;;You currently have no downloaded content available.;İndirilmiş program bulunmamaktadır. Son izleme tarihi gelen programlar İNDİRDİKLERİM listesinden otomatik olarak çıkarılmaktadır.
VOD_NODATA_MESSAGE_NOIPDOWNLOAD;;Connect your box to choose from 100s of movies.;Yüzlerce seçeneğe ulaşmak için uydu alıcınızın internet başlantısını yapınız.
VOD_NODATA_MESSAGE_NOVIDEO;;There is no content in selected category. Please try again later.;Seçmiş olduğunuz kategoride içerik bulunmamaktadır. Daha sonra tekrar deneyiniz.
